Region,Basin,SubBasin,Year,Landuse,Area
Burdekin,Burdekin,Cape Campaspe,2016,Mining,7.7
Burdekin,Burdekin,Cape Campaspe,2021,Mining,9.3
Burdekin,Burdekin,Lower Burdekin,1999,Mining,0.1
Burdekin,Burdekin,Lower Burdekin,2009,Mining,0.6
Burdekin,Burdekin,Lower Burdekin,2016,Mining,0.8
Burdekin,Burdekin,Lower Burdekin,2021,Mining,0.8
Burdekin,Burdekin,Suttor,1999,Mining,8.4
Burdekin,Burdekin,Suttor,2009,Mining,26.8
Burdekin,Burdekin,Suttor,2016,Mining,30
Burdekin,Burdekin,Suttor,2021,Mining,51.5
Burdekin,Burdekin,Upper Burdekin,1999,Mining,29
Burdekin,Burdekin,Upper Burdekin,2009,Mining,34.9
Burdekin,Burdekin,Upper Burdekin,2016,Mining,36
Burdekin,Burdekin,Upper Burdekin,2021,Mining,39.2
Burdekin,Haughton,Haughton,1999,Mining,2.2
Burdekin,Haughton,Haughton,2009,Mining,2.7
Burdekin,Haughton,Haughton,2016,Mining,3.1
Burdekin,Haughton,Haughton,2021,Mining,3.2
Dry Tropics,Black,Black River,1999,Mining,3.2
Dry Tropics,Black,Black River,2009,Mining,3.2
Dry Tropics,Black,Black River,2016,Mining,3.2
Dry Tropics,Black,Black River,2021,Mining,3.2
Dry Tropics,Black,Bluewater Creek,1999,Mining,1
Dry Tropics,Black,Bluewater Creek,2009,Mining,1.6
Dry Tropics,Black,Bluewater Creek,2016,Mining,1.9
Dry Tropics,Black,Bluewater Creek,2021,Mining,1.9
Dry Tropics,Black,Crystal Creek,1999,Mining,0
Dry Tropics,Black,Crystal Creek,2009,Mining,0
Dry Tropics,Black,Palm Islands,1999,Mining,0.1
Dry Tropics,Black,Palm Islands,2009,Mining,0
Dry Tropics,Black,Palm Islands,2016,Mining,0
Dry Tropics,Black,Palm Islands,2021,Mining,0
Dry Tropics,Black,Rollingstone Creek,1999,Mining,0
Dry Tropics,Black,Rollingstone Creek,2009,Mining,0
Dry Tropics,Black,Rollingstone Creek,2016,Mining,0.1
Dry Tropics,Black,Rollingstone Creek,2021,Mining,0.1
Dry Tropics,Ross,Alligator Creek,1999,Mining,0.1
Dry Tropics,Ross,Alligator Creek,2009,Mining,0.1
Dry Tropics,Ross,Alligator Creek,2016,Mining,0.3
Dry Tropics,Ross,Alligator Creek,2021,Mining,0.3
Dry Tropics,Ross,Bohle River,1999,Mining,0.8
Dry Tropics,Ross,Bohle River,2009,Mining,1.4
Dry Tropics,Ross,Bohle River,2016,Mining,1.6
Dry Tropics,Ross,Bohle River,2021,Mining,1.6
Dry Tropics,Ross,Ross River (Lower),1999,Mining,0.1
Dry Tropics,Ross,Ross River (Lower),2009,Mining,0.1
Dry Tropics,Ross,Ross River (Lower),2016,Mining,0.1
Dry Tropics,Ross,Ross River (Lower),2021,Mining,0.1
Dry Tropics,Ross,Ross River (Upper),1999,Mining,0.6
Dry Tropics,Ross,Ross River (Upper),2009,Mining,0.8
Dry Tropics,Ross,Ross River (Upper),2016,Mining,1.1
Dry Tropics,Ross,Ross River (Upper),2021,Mining,1.1
Dry Tropics,Ross,Stuart Creek,1999,Mining,1.4
Dry Tropics,Ross,Stuart Creek,2009,Mining,2.1
Dry Tropics,Ross,Stuart Creek,2016,Mining,2.4
Dry Tropics,Ross,Stuart Creek,2021,Mining,2.4
Mackay Whitsunday Isaac,Don,Don,1999,Mining,2.3
Mackay Whitsunday Isaac,Don,Don,2009,Mining,2.8
Mackay Whitsunday Isaac,Don,Don,2016,Mining,3.4
Mackay Whitsunday Isaac,Don,Don,2021,Mining,4.1
Mackay Whitsunday Isaac,O'Connell,O'Connell,1999,Mining,1.7
Mackay Whitsunday Isaac,O'Connell,O'Connell,2009,Mining,1.8
Mackay Whitsunday Isaac,O'Connell,O'Connell,2016,Mining,1.9
Mackay Whitsunday Isaac,O'Connell,O'Connell,2021,Mining,1.9
Mackay Whitsunday Isaac,Pioneer,Pioneer,1999,Mining,0.8
Mackay Whitsunday Isaac,Pioneer,Pioneer,2009,Mining,1
Mackay Whitsunday Isaac,Pioneer,Pioneer,2016,Mining,1.4
Mackay Whitsunday Isaac,Pioneer,Pioneer,2021,Mining,1.2
Mackay Whitsunday Isaac,Plane,Plane,1999,Mining,1.6
Mackay Whitsunday Isaac,Plane,Plane,2009,Mining,2
Mackay Whitsunday Isaac,Plane,Plane,2016,Mining,2.6
Mackay Whitsunday Isaac,Plane,Plane,2021,Mining,2.5
Mackay Whitsunday Isaac,Proserpine,Proserpine,1999,Mining,0.9
Mackay Whitsunday Isaac,Proserpine,Proserpine,2009,Mining,1.4
Mackay Whitsunday Isaac,Proserpine,Proserpine,2016,Mining,1.4
Mackay Whitsunday Isaac,Proserpine,Proserpine,2021,Mining,1.5
Wet Tropics,Barron,Barron,1999,Mining,3.2
Wet Tropics,Barron,Barron,2009,Mining,3.5
Wet Tropics,Barron,Barron,2015,Mining,3.8
Wet Tropics,Barron,Barron,2021,Mining,3.7
Wet Tropics,Daintree,Daintree,1999,Mining,0.1
Wet Tropics,Herbert,Herbert,1999,Mining,2.8
Wet Tropics,Herbert,Herbert,2009,Mining,3.7
Wet Tropics,Herbert,Herbert,2015,Mining,4
Wet Tropics,Herbert,Herbert,2021,Mining,5.5
Wet Tropics,Johnstone,Johnstone,1999,Mining,0.9
Wet Tropics,Johnstone,Johnstone,2009,Mining,1.2
Wet Tropics,Johnstone,Johnstone,2015,Mining,1.2
Wet Tropics,Johnstone,Johnstone,2021,Mining,1.2
Wet Tropics,Mossman,Mossman,1999,Mining,0.3
Wet Tropics,Mossman,Mossman,2009,Mining,0.3
Wet Tropics,Mossman,Mossman,2015,Mining,0.3
Wet Tropics,Mossman,Mossman,2021,Mining,0.4
Wet Tropics,Mulgrave,Mulgrave,1999,Mining,1
Wet Tropics,Mulgrave,Mulgrave,2009,Mining,1.1
Wet Tropics,Mulgrave,Mulgrave,2015,Mining,1.1
Wet Tropics,Mulgrave,Mulgrave,2021,Mining,1.2
Wet Tropics,Murray,Murray,1999,Mining,0.3
Wet Tropics,Murray,Murray,2009,Mining,0.3
Wet Tropics,Murray,Murray,2015,Mining,0.4
Wet Tropics,Murray,Murray,2021,Mining,0.4
Wet Tropics,Russell,Russell,1999,Mining,0.1
Wet Tropics,Russell,Russell,2009,Mining,0.1
Wet Tropics,Russell,Russell,2015,Mining,0.1
Wet Tropics,Russell,Russell,2021,Mining,0.1
Wet Tropics,Tully,Tully,1999,Mining,0.4
Wet Tropics,Tully,Tully,2009,Mining,0.5
Wet Tropics,Tully,Tully,2015,Mining,0.6
Wet Tropics,Tully,Tully,2021,Mining,0.6
Burdekin,Burdekin,Belyando,1999,Urban/Intensive,37
Burdekin,Burdekin,Belyando,2009,Urban/Intensive,44.5
Burdekin,Burdekin,Belyando,2016,Urban/Intensive,47.6
Burdekin,Burdekin,Belyando,2021,Urban/Intensive,29.5
Burdekin,Burdekin,Broke Bogie,1999,Urban/Intensive,22.5
Burdekin,Burdekin,Broke Bogie,2009,Urban/Intensive,27.1
Burdekin,Burdekin,Broke Bogie,2016,Urban/Intensive,24.7
Burdekin,Burdekin,Broke Bogie,2021,Urban/Intensive,34.4
Burdekin,Burdekin,Cape Campaspe,1999,Urban/Intensive,19.3
Burdekin,Burdekin,Cape Campaspe,2009,Urban/Intensive,22
Burdekin,Burdekin,Cape Campaspe,2016,Urban/Intensive,23.8
Burdekin,Burdekin,Cape Campaspe,2021,Urban/Intensive,20.1
Burdekin,Burdekin,Lower Burdekin,1999,Urban/Intensive,12.5
Burdekin,Burdekin,Lower Burdekin,2009,Urban/Intensive,23.7
Burdekin,Burdekin,Lower Burdekin,2016,Urban/Intensive,33.6
Burdekin,Burdekin,Lower Burdekin,2021,Urban/Intensive,12.5
Burdekin,Burdekin,Suttor,1999,Urban/Intensive,20.7
Burdekin,Burdekin,Suttor,2009,Urban/Intensive,32.7
Burdekin,Burdekin,Suttor,2016,Urban/Intensive,32.8
Burdekin,Burdekin,Suttor,2021,Urban/Intensive,17.2
Burdekin,Burdekin,Upper Burdekin,1999,Urban/Intensive,87.8
Burdekin,Burdekin,Upper Burdekin,2009,Urban/Intensive,104.3
Burdekin,Burdekin,Upper Burdekin,2016,Urban/Intensive,113.1
Burdekin,Burdekin,Upper Burdekin,2021,Urban/Intensive,116.7
Burdekin,Haughton,Haughton,1999,Urban/Intensive,86.7
Burdekin,Haughton,Haughton,2009,Urban/Intensive,115.8
Burdekin,Haughton,Haughton,2016,Urban/Intensive,123.1
Burdekin,Haughton,Haughton,2021,Urban/Intensive,71.3
Dry Tropics,Black,Black River,1999,Urban/Intensive,25.3
Dry Tropics,Black,Black River,2009,Urban/Intensive,29
Dry Tropics,Black,Black River,2016,Urban/Intensive,30.1
Dry Tropics,Black,Black River,2021,Urban/Intensive,29.2
Dry Tropics,Black,Bluewater Creek,1999,Urban/Intensive,20.5
Dry Tropics,Black,Bluewater Creek,2009,Urban/Intensive,20.8
Dry Tropics,Black,Bluewater Creek,2016,Urban/Intensive,21.4
Dry Tropics,Black,Bluewater Creek,2021,Urban/Intensive,20.6
Dry Tropics,Black,Crystal Creek,1999,Urban/Intensive,7.8
Dry Tropics,Black,Crystal Creek,2009,Urban/Intensive,8.1
Dry Tropics,Black,Crystal Creek,2016,Urban/Intensive,8.4
Dry Tropics,Black,Crystal Creek,2021,Urban/Intensive,5.3
Dry Tropics,Black,Palm Islands,1999,Urban/Intensive,1.2
Dry Tropics,Black,Palm Islands,2009,Urban/Intensive,1.2
Dry Tropics,Black,Palm Islands,2016,Urban/Intensive,1.3
Dry Tropics,Black,Palm Islands,2021,Urban/Intensive,1.3
Dry Tropics,Black,Rollingstone Creek,1999,Urban/Intensive,7.9
Dry Tropics,Black,Rollingstone Creek,2009,Urban/Intensive,8
Dry Tropics,Black,Rollingstone Creek,2016,Urban/Intensive,8.2
Dry Tropics,Black,Rollingstone Creek,2021,Urban/Intensive,5.6
Dry Tropics,Ross,Alligator Creek,1999,Urban/Intensive,26.7
Dry Tropics,Ross,Alligator Creek,2009,Urban/Intensive,27.7
Dry Tropics,Ross,Alligator Creek,2016,Urban/Intensive,27.9
Dry Tropics,Ross,Alligator Creek,2021,Urban/Intensive,26.6
Dry Tropics,Ross,Bohle River,1999,Urban/Intensive,61.3
Dry Tropics,Ross,Bohle River,2009,Urban/Intensive,80.8
Dry Tropics,Ross,Bohle River,2016,Urban/Intensive,89
Dry Tropics,Ross,Bohle River,2021,Urban/Intensive,86.7
Dry Tropics,Ross,Magnetic Island,1999,Urban/Intensive,5.2
Dry Tropics,Ross,Magnetic Island,2009,Urban/Intensive,5.6
Dry Tropics,Ross,Magnetic Island,2016,Urban/Intensive,5.8
Dry Tropics,Ross,Magnetic Island,2021,Urban/Intensive,5.8
Dry Tropics,Ross,Ross River (Lower),1999,Urban/Intensive,70.1
Dry Tropics,Ross,Ross River (Lower),2009,Urban/Intensive,74.3
Dry Tropics,Ross,Ross River (Lower),2016,Urban/Intensive,76.4
Dry Tropics,Ross,Ross River (Lower),2021,Urban/Intensive,76.9
Dry Tropics,Ross,Ross River (Upper),1999,Urban/Intensive,15.1
Dry Tropics,Ross,Ross River (Upper),2009,Urban/Intensive,17.3
Dry Tropics,Ross,Ross River (Upper),2016,Urban/Intensive,17.6
Dry Tropics,Ross,Ross River (Upper),2021,Urban/Intensive,13.8
Dry Tropics,Ross,Stuart Creek,1999,Urban/Intensive,9.5
Dry Tropics,Ross,Stuart Creek,2009,Urban/Intensive,11.9
Dry Tropics,Ross,Stuart Creek,2016,Urban/Intensive,12.6
Dry Tropics,Ross,Stuart Creek,2021,Urban/Intensive,13.8
Mackay Whitsunday Isaac,Don,Don,1999,Urban/Intensive,140
Mackay Whitsunday Isaac,Don,Don,2009,Urban/Intensive,160.1
Mackay Whitsunday Isaac,Don,Don,2016,Urban/Intensive,174.3
Mackay Whitsunday Isaac,Don,Don,2021,Urban/Intensive,52.4
Mackay Whitsunday Isaac,O'Connell,O'Connell,1999,Urban/Intensive,79.2
Mackay Whitsunday Isaac,O'Connell,O'Connell,2009,Urban/Intensive,91.2
Mackay Whitsunday Isaac,O'Connell,O'Connell,2016,Urban/Intensive,94.5
Mackay Whitsunday Isaac,O'Connell,O'Connell,2021,Urban/Intensive,94.8
Mackay Whitsunday Isaac,Pioneer,Pioneer,1999,Urban/Intensive,58.2
Mackay Whitsunday Isaac,Pioneer,Pioneer,2009,Urban/Intensive,64.4
Mackay Whitsunday Isaac,Pioneer,Pioneer,2016,Urban/Intensive,66.8
Mackay Whitsunday Isaac,Pioneer,Pioneer,2021,Urban/Intensive,68
Mackay Whitsunday Isaac,Plane,Plane,1999,Urban/Intensive,120.1
Mackay Whitsunday Isaac,Plane,Plane,2009,Urban/Intensive,135.6
Mackay Whitsunday Isaac,Plane,Plane,2016,Urban/Intensive,141.3
Mackay Whitsunday Isaac,Plane,Plane,2021,Urban/Intensive,136.4
Mackay Whitsunday Isaac,Proserpine,Proserpine,1999,Urban/Intensive,69.5
Mackay Whitsunday Isaac,Proserpine,Proserpine,2009,Urban/Intensive,83.5
Mackay Whitsunday Isaac,Proserpine,Proserpine,2016,Urban/Intensive,89.1
Mackay Whitsunday Isaac,Proserpine,Proserpine,2021,Urban/Intensive,97.8
Wet Tropics,Barron,Barron,1999,Urban/Intensive,224.2
Wet Tropics,Barron,Barron,2009,Urban/Intensive,229.9
Wet Tropics,Barron,Barron,2015,Urban/Intensive,237.5
Wet Tropics,Barron,Barron,2021,Urban/Intensive,173.9
Wet Tropics,Daintree,Daintree,1999,Urban/Intensive,23.5
Wet Tropics,Daintree,Daintree,2009,Urban/Intensive,27.1
Wet Tropics,Daintree,Daintree,2015,Urban/Intensive,27.3
Wet Tropics,Daintree,Daintree,2021,Urban/Intensive,27.4
Wet Tropics,Herbert,Herbert,1999,Urban/Intensive,88.3
Wet Tropics,Herbert,Herbert,2009,Urban/Intensive,94.5
Wet Tropics,Herbert,Herbert,2015,Urban/Intensive,98.4
Wet Tropics,Herbert,Herbert,2021,Urban/Intensive,80.9
Wet Tropics,Johnstone,Johnstone,1999,Urban/Intensive,144
Wet Tropics,Johnstone,Johnstone,2009,Urban/Intensive,146
Wet Tropics,Johnstone,Johnstone,2015,Urban/Intensive,147.1
Wet Tropics,Johnstone,Johnstone,2021,Urban/Intensive,81.5
Wet Tropics,Mossman,Mossman,1999,Urban/Intensive,25.7
Wet Tropics,Mossman,Mossman,2009,Urban/Intensive,29.6
Wet Tropics,Mossman,Mossman,2015,Urban/Intensive,31.1
Wet Tropics,Mossman,Mossman,2021,Urban/Intensive,33.1
Wet Tropics,Mulgrave,Mulgrave,1999,Urban/Intensive,74.3
Wet Tropics,Mulgrave,Mulgrave,2009,Urban/Intensive,82.4
Wet Tropics,Mulgrave,Mulgrave,2015,Urban/Intensive,84.7
Wet Tropics,Mulgrave,Mulgrave,2021,Urban/Intensive,87.6
Wet Tropics,Murray,Murray,1999,Urban/Intensive,36.5
Wet Tropics,Murray,Murray,2009,Urban/Intensive,31.7
Wet Tropics,Murray,Murray,2015,Urban/Intensive,26.5
Wet Tropics,Murray,Murray,2021,Urban/Intensive,18.2
Wet Tropics,Russell,Russell,1999,Urban/Intensive,17.5
Wet Tropics,Russell,Russell,2009,Urban/Intensive,20.7
Wet Tropics,Russell,Russell,2015,Urban/Intensive,21.8
Wet Tropics,Russell,Russell,2021,Urban/Intensive,10.1
Wet Tropics,Tully,Tully,1999,Urban/Intensive,71.1
Wet Tropics,Tully,Tully,2009,Urban/Intensive,83.7
Wet Tropics,Tully,Tully,2015,Urban/Intensive,80.7
Wet Tropics,Tully,Tully,2021,Urban/Intensive,25.3
Burdekin,Burdekin,Belyando,1999,Water,485.9
Burdekin,Burdekin,Belyando,2009,Water,496
Burdekin,Burdekin,Belyando,2016,Water,500
Burdekin,Burdekin,Belyando,2021,Water,523.3
Burdekin,Burdekin,Broke Bogie,1999,Water,187.7
Burdekin,Burdekin,Broke Bogie,2009,Water,191.5
Burdekin,Burdekin,Broke Bogie,2016,Water,192.4
Burdekin,Burdekin,Broke Bogie,2021,Water,192.4
Burdekin,Burdekin,Cape Campaspe,1999,Water,440.3
Burdekin,Burdekin,Cape Campaspe,2009,Water,441.7
Burdekin,Burdekin,Cape Campaspe,2016,Water,442
Burdekin,Burdekin,Cape Campaspe,2021,Water,437.9
Burdekin,Burdekin,Lower Burdekin,1999,Water,176.4
Burdekin,Burdekin,Lower Burdekin,2009,Water,176.7
Burdekin,Burdekin,Lower Burdekin,2016,Water,176.7
Burdekin,Burdekin,Lower Burdekin,2021,Water,176.3
Burdekin,Burdekin,Suttor,1999,Water,452.8
Burdekin,Burdekin,Suttor,2009,Water,462.3
Burdekin,Burdekin,Suttor,2016,Water,463.7
Burdekin,Burdekin,Suttor,2021,Water,465.3
Burdekin,Burdekin,Upper Burdekin,1999,Water,846.9
Burdekin,Burdekin,Upper Burdekin,2009,Water,829.8
Burdekin,Burdekin,Upper Burdekin,2016,Water,824.1
Burdekin,Burdekin,Upper Burdekin,2021,Water,809.9
Burdekin,Haughton,Haughton,1999,Water,334.6
Burdekin,Haughton,Haughton,2009,Water,333.3
Burdekin,Haughton,Haughton,2016,Water,326.5
Burdekin,Haughton,Haughton,2021,Water,304.7
Dry Tropics,Black,Black River,1999,Water,8.4
Dry Tropics,Black,Black River,2009,Water,8.5
Dry Tropics,Black,Black River,2016,Water,8.5
Dry Tropics,Black,Black River,2021,Water,8.6
Dry Tropics,Black,Bluewater Creek,1999,Water,8.5
Dry Tropics,Black,Bluewater Creek,2009,Water,8.5
Dry Tropics,Black,Bluewater Creek,2016,Water,8.5
Dry Tropics,Black,Bluewater Creek,2021,Water,7.6
Dry Tropics,Black,Crystal Creek,1999,Water,6.2
Dry Tropics,Black,Crystal Creek,2009,Water,6.2
Dry Tropics,Black,Crystal Creek,2016,Water,6.2
Dry Tropics,Black,Crystal Creek,2021,Water,6.2
Dry Tropics,Black,Palm Islands,1999,Water,0.6
Dry Tropics,Black,Palm Islands,2009,Water,0.7
Dry Tropics,Black,Palm Islands,2016,Water,0.7
Dry Tropics,Black,Palm Islands,2021,Water,0.7
Dry Tropics,Black,Paluma Lake,1999,Water,2.1
Dry Tropics,Black,Paluma Lake,2009,Water,2.1
Dry Tropics,Black,Paluma Lake,2016,Water,2.1
Dry Tropics,Black,Paluma Lake,2021,Water,2.1
Dry Tropics,Black,Rollingstone Creek,1999,Water,6.3
Dry Tropics,Black,Rollingstone Creek,2009,Water,4.6
Dry Tropics,Black,Rollingstone Creek,2016,Water,4.6
Dry Tropics,Black,Rollingstone Creek,2021,Water,4.3
Dry Tropics,Ross,Alligator Creek,1999,Water,28.2
Dry Tropics,Ross,Alligator Creek,2009,Water,28.2
Dry Tropics,Ross,Alligator Creek,2016,Water,27.9
Dry Tropics,Ross,Alligator Creek,2021,Water,27.9
Dry Tropics,Ross,Bohle River,1999,Water,19.7
Dry Tropics,Ross,Bohle River,2009,Water,20.4
Dry Tropics,Ross,Bohle River,2016,Water,20.4
Dry Tropics,Ross,Bohle River,2021,Water,20.2
Dry Tropics,Ross,Magnetic Island,1999,Water,2.6
Dry Tropics,Ross,Magnetic Island,2009,Water,2.6
Dry Tropics,Ross,Magnetic Island,2016,Water,2.5
Dry Tropics,Ross,Magnetic Island,2021,Water,2.5
Dry Tropics,Ross,Ross River (Lower),1999,Water,11.5
Dry Tropics,Ross,Ross River (Lower),2009,Water,10.6
Dry Tropics,Ross,Ross River (Lower),2016,Water,10.5
Dry Tropics,Ross,Ross River (Lower),2021,Water,10.5
Dry Tropics,Ross,Ross River (Upper),1999,Water,59.9
Dry Tropics,Ross,Ross River (Upper),2009,Water,60
Dry Tropics,Ross,Ross River (Upper),2016,Water,60
Dry Tropics,Ross,Ross River (Upper),2021,Water,60
Dry Tropics,Ross,Stuart Creek,1999,Water,18.3
Dry Tropics,Ross,Stuart Creek,2009,Water,17.8
Dry Tropics,Ross,Stuart Creek,2016,Water,16.7
Dry Tropics,Ross,Stuart Creek,2021,Water,16.5
Mackay Whitsunday Isaac,Don,Don,1999,Water,299.7
Mackay Whitsunday Isaac,Don,Don,2009,Water,302.1
Mackay Whitsunday Isaac,Don,Don,2016,Water,304.2
Mackay Whitsunday Isaac,Don,Don,2021,Water,296.1
Mackay Whitsunday Isaac,O'Connell,O'Connell,1999,Water,186.1
Mackay Whitsunday Isaac,O'Connell,O'Connell,2009,Water,187.3
Mackay Whitsunday Isaac,O'Connell,O'Connell,2016,Water,187.7
Mackay Whitsunday Isaac,O'Connell,O'Connell,2021,Water,186.9
Mackay Whitsunday Isaac,Pioneer,Pioneer,1999,Water,55.1
Mackay Whitsunday Isaac,Pioneer,Pioneer,2009,Water,55
Mackay Whitsunday Isaac,Pioneer,Pioneer,2016,Water,55.1
Mackay Whitsunday Isaac,Pioneer,Pioneer,2021,Water,55.2
Mackay Whitsunday Isaac,Plane,Plane,1999,Water,227.4
Mackay Whitsunday Isaac,Plane,Plane,2009,Water,223.6
Mackay Whitsunday Isaac,Plane,Plane,2016,Water,222.5
Mackay Whitsunday Isaac,Plane,Plane,2021,Water,258.3
Mackay Whitsunday Isaac,Proserpine,Proserpine,1999,Water,180.6
Mackay Whitsunday Isaac,Proserpine,Proserpine,2009,Water,181.8
Mackay Whitsunday Isaac,Proserpine,Proserpine,2016,Water,182.7
Mackay Whitsunday Isaac,Proserpine,Proserpine,2021,Water,177.6
Wet Tropics,Barron,Barron,1999,Water,77.2
Wet Tropics,Barron,Barron,2009,Water,77.7
Wet Tropics,Barron,Barron,2015,Water,78
Wet Tropics,Barron,Barron,2021,Water,79.1
Wet Tropics,Daintree,Daintree,1999,Water,59
Wet Tropics,Daintree,Daintree,2009,Water,56.1
Wet Tropics,Daintree,Daintree,2015,Water,53.5
Wet Tropics,Daintree,Daintree,2021,Water,53.5
Wet Tropics,Herbert,Herbert,1999,Water,431.9
Wet Tropics,Herbert,Herbert,2009,Water,428.5
Wet Tropics,Herbert,Herbert,2015,Water,414.4
Wet Tropics,Herbert,Herbert,2021,Water,423.6
Wet Tropics,Johnstone,Johnstone,1999,Water,51.7
Wet Tropics,Johnstone,Johnstone,2009,Water,51.6
Wet Tropics,Johnstone,Johnstone,2015,Water,51.6
Wet Tropics,Johnstone,Johnstone,2021,Water,56.4
Wet Tropics,Mossman,Mossman,1999,Water,20.6
Wet Tropics,Mossman,Mossman,2009,Water,20.7
Wet Tropics,Mossman,Mossman,2015,Water,20.7
Wet Tropics,Mossman,Mossman,2021,Water,20.7
Wet Tropics,Mulgrave,Mulgrave,1999,Water,91.3
Wet Tropics,Mulgrave,Mulgrave,2009,Water,89
Wet Tropics,Mulgrave,Mulgrave,2015,Water,89
Wet Tropics,Mulgrave,Mulgrave,2021,Water,90.9
Wet Tropics,Murray,Murray,1999,Water,67
Wet Tropics,Murray,Murray,2009,Water,53.1
Wet Tropics,Murray,Murray,2015,Water,52.6
Wet Tropics,Murray,Murray,2021,Water,52.6
Wet Tropics,Russell,Russell,1999,Water,19.5
Wet Tropics,Russell,Russell,2009,Water,19.4
Wet Tropics,Russell,Russell,2015,Water,19.4
Wet Tropics,Russell,Russell,2021,Water,19.2
Wet Tropics,Tully,Tully,1999,Water,43.7
Wet Tropics,Tully,Tully,2009,Water,43.7
Wet Tropics,Tully,Tully,2015,Water,43.9
Wet Tropics,Tully,Tully,2021,Water,43.9
